# x1	x2
9.22371	-6.89622
9.22727	-6.89664
9.23081	-6.89705
9.23435	-6.89746
9.23788	-6.89787
9.24141	-6.89828
9.24492	-6.89869
9.24843	-6.89909
9.25194	-6.8995
9.25543	-6.8999
9.25892	-6.9003
9.2624	-6.9007
9.26588	-6.90109
9.26935	-6.90149
9.27281	-6.90188
9.27626	-6.90228
9.27971	-6.90267
9.28315	-6.90306
9.28658	-6.90344
9.29001	-6.90383
9.29343	-6.90422
9.29684	-6.9046
9.30025	-6.90498
9.30365	-6.90536
9.30704	-6.90574
9.31043	-6.90612
9.31381	-6.90649
9.31718	-6.90687
9.32055	-6.90724
9.3239	-6.90761
9.32726	-6.90798
9.3306	-6.90835
9.33394	-6.90871
9.33727	-6.90908
9.3406	-6.90944
9.34392	-6.9098
9.34723	-6.91017
9.35053	-6.91052
9.35383	-6.91088
9.35713	-6.91124
9.36041	-6.91159
9.36369	-6.91195
9.36696	-6.9123
9.37023	-6.91265
9.37349	-6.913
9.37674	-6.91335
9.37999	-6.91369
9.38323	-6.91404
9.38646	-6.91438
9.38969	-6.91473
9.39291	-6.91507
9.39612	-6.91541
9.39933	-6.91575
9.40253	-6.91608
9.40573	-6.91642
9.40892	-6.91675
9.4121	-6.91709
9.41527	-6.91742
9.41844	-6.91775
9.42161	-6.91808
9.42476	-6.9184
9.42791	-6.91873
9.43106	-6.91906
9.4342	-6.91938
9.43733	-6.9197
9.44045	-6.92002
9.44357	-6.92034
9.44669	-6.92066
9.44979	-6.92098
9.45289	-6.92129
9.45599	-6.92161
9.45907	-6.92192
9.46216	-6.92224
9.46523	-6.92255
9.4683	-6.92286
9.47137	-6.92317
9.47442	-6.92347
9.47747	-6.92378
9.48052	-6.92408
9.48356	-6.92439
9.48659	-6.92469
9.48962	-6.92499
9.49264	-6.92529
9.49565	-6.92559
9.49866	-6.92589
9.50166	-6.92618
9.50466	-6.92648
9.50765	-6.92677
9.51064	-6.92707
9.51362	-6.92736
9.51659	-6.92765
9.51955	-6.92794
9.52252	-6.92823
9.52547	-6.92851
9.52842	-6.9288
9.53136	-6.92908
9.5343	-6.92937
9.53723	-6.92965
9.54016	-6.92993
9.54308	-6.93021
9.54599	-6.93049
9.5489	-6.93077
9.5518	-6.93105
9.5547	-6.93132
9.55759	-6.9316
9.56047	-6.93187
9.56335	-6.93214
9.56623	-6.93241
9.56909	-6.93268
9.57195	-6.93295
9.57481	-6.93322
9.57766	-6.93349
9.58051	-6.93375
9.58334	-6.93402
9.58618	-6.93428
9.58901	-6.93455
9.59183	-6.93481
9.59464	-6.93507
9.59745	-6.93533
9.60026	-6.93559
9.60306	-6.93585
9.60585	-6.9361
9.60864	-6.93636
9.61142	-6.93661
9.6142	-6.93687
9.61697	-6.93712
9.61974	-6.93737
9.6225	-6.93762
9.62525	-6.93787
9.628	-6.93812
9.63075	-6.93837
9.63349	-6.93861
9.63622	-6.93886
9.63895	-6.9391
9.64167	-6.93935
9.64439	-6.93959
9.6471	-6.93983
9.6498	-6.94007
9.6525	-6.94031
9.6552	-6.94055
9.65789	-6.94079
9.66057	-6.94102
9.66325	-6.94126
9.66592	-6.94149
9.66859	-6.94173
9.67126	-6.94196
9.67391	-6.94219
9.67656	-6.94243
9.67921	-6.94266
9.68185	-6.94289
9.68449	-6.94311
9.68712	-6.94334
9.68975	-6.94357
9.69237	-6.94379
9.69498	-6.94402
9.69759	-6.94424
9.7002	-6.94447
9.7028	-6.94469
9.70539	-6.94491
9.70798	-6.94513
9.71056	-6.94535
9.71314	-6.94557
9.71572	-6.94578
9.71829	-6.946
9.72085	-6.94622
9.72341	-6.94643
9.72596	-6.94665
9.72851	-6.94686
9.73105	-6.94707
9.73359	-6.94728
9.73612	-6.9475
9.73865	-6.94771
9.74117	-6.94791
9.74369	-6.94812
9.7462	-6.94833
9.74871	-6.94854
9.75121	-6.94874
9.75371	-6.94895
9.7562	-6.94915
9.75869	-6.94936
9.76117	-6.94956
9.76365	-6.94976
9.76612	-6.94996
9.76859	-6.95016
9.77105	-6.95036
9.77351	-6.95056
9.77597	-6.95076
9.77841	-6.95095
9.78086	-6.95115
9.78329	-6.95135
9.78573	-6.95154
9.78816	-6.95173
9.79058	-6.95193
9.793	-6.95212
9.79541	-6.95231
9.79782	-6.9525
9.80023	-6.95269
9.80263	-6.95288
9.80502	-6.95307
9.80741	-6.95326
9.8098	-6.95344
9.81218	-6.95363
9.81455	-6.95382
9.81692	-6.954
9.81929	-6.95418
9.82165	-6.95437
9.82401	-6.95455
9.82636	-6.95473
9.82871	-6.95491
9.83105	-6.95509
9.83339	-6.95527
9.83572	-6.95545
9.83805	-6.95563
9.84037	-6.95581
9.84269	-6.95598
9.84501	-6.95616
9.84732	-6.95634
9.84962	-6.95651
9.85192	-6.95668
9.85422	-6.95686
9.85651	-6.95703
9.8588	-6.9572
9.86108	-6.95737
9.86336	-6.95754
9.86563	-6.95771
9.8679	-6.95788
9.87016	-6.95805
9.87242	-6.95822
9.87468	-6.95839
9.87693	-6.95855
9.87918	-6.95872
9.88142	-6.95888
9.88365	-6.95905
9.88589	-6.95921
9.88812	-6.95937
9.89034	-6.95954
9.89256	-6.9597
9.89477	-6.95986
9.89698	-6.96002
9.89919	-6.96018
9.90139	-6.96034
9.90359	-6.9605
9.90578	-6.96066
9.90797	-6.96081
9.91015	-6.96097
9.91233	-6.96113
9.91451	-6.96128
9.91668	-6.96144
9.91885	-6.96159
9.92101	-6.96175
9.92317	-6.9619
9.92532	-6.96205
9.92747	-6.9622
9.92961	-6.96235
9.93176	-6.9625
9.93389	-6.96265
9.93602	-6.9628
9.93815	-6.96295
9.94028	-6.9631
9.9424	-6.96325
9.94451	-6.9634
9.94662	-6.96354
9.94873	-6.96369
9.95083	-6.96383
9.95293	-6.96398
9.95502	-6.96412
9.95711	-6.96427
9.9592	-6.96441
9.96128	-6.96455
9.96336	-6.96469
9.96543	-6.96483
9.9675	-6.96497
9.96957	-6.96511
9.97163	-6.96525
9.97368	-6.96539
9.97574	-6.96553
9.97778	-6.96567
9.97983	-6.96581
9.98187	-6.96594
9.98391	-6.96608
9.98594	-6.96622
9.98797	-6.96635
9.98999	-6.96648
9.99201	-6.96662
9.99403	-6.96675
9.99604	-6.96689
9.99805	-6.96702
10	-6.96715
10.002	-6.96728
10.004	-6.96741
10.006	-6.96754
10.008	-6.96767
10.01	-6.9678
10.012	-6.96793
10.014	-6.96806
10.0159	-6.96819
10.0179	-6.96831
10.0199	-6.96844
10.0218	-6.96857
10.0238	-6.96869
10.0257	-6.96882
10.0277	-6.96894
10.0296	-6.96907
10.0316	-6.96919
10.0335	-6.96931
10.0354	-6.96944
10.0374	-6.96956
10.0393	-6.96968
10.0412	-6.9698
10.0431	-6.96992
10.045	-6.97004
10.047	-6.97016
10.0489	-6.97028
10.0508	-6.9704
10.0527	-6.97052
10.0546	-6.97064
10.0565	-6.97075
10.0583	-6.97087
10.0602	-6.97099
10.0621	-6.9711
10.064	-6.97122
10.0658	-6.97133
10.0677	-6.97145
10.0696	-6.97156
10.0714	-6.97168
10.0733	-6.97179
10.0752	-6.9719
10.077	-6.97202
10.0788	-6.97213
10.0807	-6.97224
10.0825	-6.97235
10.0844	-6.97246
10.0862	-6.97257
10.088	-6.97268
10.0898	-6.97279
10.0917	-6.9729
10.0935	-6.97301
10.0953	-6.97312
10.0971	-6.97322
10.0989	-6.97333
10.1007	-6.97344
10.1025	-6.97354
10.1043	-6.97365
10.1061	-6.97375
10.1079	-6.97386
10.1097	-6.97396
10.1115	-6.97407
10.1132	-6.97417
10.115	-6.97427
10.1168	-6.97438
10.1185	-6.97448
10.1203	-6.97458
10.1221	-6.97468
10.1238	-6.97479
10.1256	-6.97489
10.1273	-6.97499
10.1291	-6.97509
10.1308	-6.97519
10.1325	-6.97529
10.1343	-6.97538
10.136	-6.97548
10.1377	-6.97558
10.1395	-6.97568
10.1412	-6.97578
10.1429	-6.97587
10.1446	-6.97597
10.1463	-6.97607
10.148	-6.97616
10.1497	-6.97626
10.1514	-6.97635
10.1531	-6.97645
10.1548	-6.97654
10.1565	-6.97663
10.1582	-6.97673
10.1599	-6.97682
10.1616	-6.97691
10.1632	-6.97701
10.1649	-6.9771
10.1666	-6.97719
10.1683	-6.97728
10.1699	-6.97737
10.1716	-6.97746
10.1732	-6.97755
10.1749	-6.97764
10.1765	-6.97773
10.1782	-6.97782
10.1798	-6.97791
10.1815	-6.978
10.1831	-6.97809
10.1847	-6.97817
10.1864	-6.97826
10.188	-6.97835
10.1896	-6.97843
10.1912	-6.97852
10.1929	-6.97861
10.1945	-6.97869
10.1961	-6.97878
10.1977	-6.97886
10.1993	-6.97895
10.2009	-6.97903
10.2025	-6.97911
10.2041	-6.9792
10.2057	-6.97928
10.2073	-6.97936
10.2089	-6.97945
10.2104	-6.97953
10.212	-6.97961
10.2136	-6.97969
10.2152	-6.97977
10.2167	-6.97985
10.2183	-6.97994
10.2199	-6.98002
10.2214	-6.9801
10.223	-6.98017
10.2245	-6.98025
10.2261	-6.98033
10.2276	-6.98041
10.2292	-6.98049
10.2307	-6.98057
10.2323	-6.98065
10.2338	-6.98072
10.2353	-6.9808
10.2369	-6.98088
10.2384	-6.98095
10.2399	-6.98103
10.2414	-6.98111
10.243	-6.98118
10.2445	-6.98126
10.246	-6.98133
10.2475	-6.98141
10.249	-6.98148
10.2505	-6.98155
10.252	-6.98163
10.2535	-6.9817
10.255	-6.98178
10.2565	-6.98185
10.258	-6.98192
10.2594	-6.98199
10.2609	-6.98207
10.2624	-6.98214
10.2639	-6.98221
10.2653	-6.98228
10.2668	-6.98235
10.2683	-6.98242
10.2697	-6.98249
10.2712	-6.98256
10.2727	-6.98263
10.2741	-6.9827
10.2756	-6.98277
10.277	-6.98284
10.2785	-6.98291
10.2799	-6.98298
10.2813	-6.98304
10.2828	-6.98311
10.2842	-6.98318
10.2857	-6.98325
10.2871	-6.98331
10.2885	-6.98338
10.2899	-6.98345
10.2914	-6.98351
10.2928	-6.98358
10.2942	-6.98364
10.2956	-6.98371
10.297	-6.98378
10.2984	-6.98384
10.2998	-6.9839
10.3012	-6.98397
10.3026	-6.98403
10.304	-6.9841
10.3054	-6.98416
10.3068	-6.98422
10.3082	-6.98429
10.3096	-6.98435
10.3109	-6.98441
10.3123	-6.98447
10.3137	-6.98454
10.3151	-6.9846
10.3164	-6.98466
10.3178	-6.98472
10.3192	-6.98478
10.3205	-6.98484
10.3219	-6.9849
10.3232	-6.98496
10.3246	-6.98502
10.3259	-6.98508
10.3273	-6.98514
10.3286	-6.9852
10.33	-6.98526
10.3313	-6.98532
10.3327	-6.98538
10.334	-6.98544
10.3353	-6.9855
10.3367	-6.98556
10.338	-6.98561
10.3393	-6.98567
10.3406	-6.98573
10.3419	-6.98579
10.3433	-6.98584
10.3446	-6.9859
10.3459	-6.98596
10.3472	-6.98601
10.3485	-6.98607
10.3498	-6.98612
10.3511	-6.98618
10.3524	-6.98623
10.3537	-6.98629
10.355	-6.98634
10.3563	-6.9864
10.3576	-6.98645
10.3589	-6.98651
10.3601	-6.98656
10.3614	-6.98661
10.3627	-6.98667
10.364	-6.98672
10.3652	-6.98677
10.3665	-6.98683
10.3678	-6.98688
10.369	-6.98693
10.3703	-6.98698
10.3716	-6.98704
10.3728	-6.98709
10.3741	-6.98714
10.3753	-6.98719
10.3766	-6.98724
10.3778	-6.98729
10.3791	-6.98735
10.3803	-6.9874
10.3815	-6.98745
10.3828	-6.9875
10.384	-6.98755
10.3852	-6.9876
10.3865	-6.98765
10.3877	-6.9877
10.3889	-6.98774
10.3902	-6.98779
10.3914	-6.98784
10.3926	-6.98789
10.3938	-6.98794
10.395	-6.98799
10.3962	-6.98804
10.3974	-6.98808
10.3986	-6.98813
10.3998	-6.98818
10.401	-6.98823
10.4022	-6.98827
10.4034	-6.98832
10.4046	-6.98837
10.4058	-6.98841
10.407	-6.98846
10.4082	-6.98851
10.4094	-6.98855
10.4106	-6.9886
10.4117	-6.98864
10.4129	-6.98869
10.4141	-6.98873
10.4153	-6.98878
10.4164	-6.98882
10.4176	-6.98887
10.4188	-6.98891
10.4199	-6.98896
10.4211	-6.989
10.4222	-6.98905
10.4234	-6.98909
10.4245	-6.98913
10.4257	-6.98918
10.4268	-6.98922
10.428	-6.98926
10.4291	-6.98931
10.4303	-6.98935
10.4314	-6.98939
10.4326	-6.98943
10.4337	-6.98948
10.4348	-6.98952
10.436	-6.98956
10.4371	-6.9896
10.4382	-6.98964
10.4393	-6.98968
10.4405	-6.98973
10.4416	-6.98977
10.4427	-6.98981
10.4438	-6.98985
10.4449	-6.98989
10.446	-6.98993
10.4471	-6.98997
10.4482	-6.99001
10.4493	-6.99005
10.4504	-6.99009
10.4515	-6.99013
10.4526	-6.99017
10.4537	-6.99021
10.4548	-6.99025
10.4559	-6.99029
10.457	-6.99033
10.4581	-6.99036
10.4592	-6.9904
10.4603	-6.99044
10.4613	-6.99048
10.4624	-6.99052
10.4635	-6.99056
10.4646	-6.99059
10.4656	-6.99063
10.4667	-6.99067
10.4678	-6.99071
10.4688	-6.99074
10.4699	-6.99078
10.471	-6.99082
10.472	-6.99085
10.4731	-6.99089
10.4741	-6.99093
10.4752	-6.99096
10.4762	-6.991
10.4773	-6.99103
10.4783	-6.99107
10.4794	-6.99111
10.4804	-6.99114
10.4814	-6.99118
10.4825	-6.99121
10.4835	-6.99125
10.4845	-6.99128
10.4856	-6.99132
10.4866	-6.99135
10.4876	-6.99139
10.4887	-6.99142
10.4897	-6.99146
10.4907	-6.99149
10.4917	-6.99152
10.4927	-6.99156
10.4938	-6.99159
10.4948	-6.99163
10.4958	-6.99166
10.4968	-6.99169
10.4978	-6.99173
10.4988	-6.99176
10.4998	-6.99179
10.5008	-6.99182
10.5018	-6.99186
10.5028	-6.99189
10.5038	-6.99192
10.5048	-6.99195
10.5058	-6.99199
10.5068	-6.99202
10.5077	-6.99205
10.5087	-6.99208
10.5097	-6.99211
10.5107	-6.99215
10.5117	-6.99218
10.5126	-6.99221
10.5136	-6.99224
10.5146	-6.99227
10.5156	-6.9923
10.5165	-6.99233
10.5175	-6.99236
10.5185	-6.99239
10.5194	-6.99242
10.5204	-6.99245
10.5214	-6.99248
10.5223	-6.99251
10.5233	-6.99254
10.5242	-6.99257
10.5252	-6.9926
10.5261	-6.99263
10.5271	-6.99266
10.528	-6.99269
10.529	-6.99272
10.5299	-6.99275
10.5308	-6.99278
10.5318	-6.99281
10.5327	-6.99284
10.5336	-6.99287
10.5346	-6.99289
10.5355	-6.99292
10.5364	-6.99295
10.5374	-6.99298
10.5383	-6.99301
10.5392	-6.99304
10.5401	-6.99306
10.5411	-6.99309
10.542	-6.99312
10.5429	-6.99315
10.5438	-6.99317
10.5447	-6.9932
10.5456	-6.99323
10.5465	-6.99326
10.5474	-6.99328
10.5483	-6.99331
10.5493	-6.99334
10.5502	-6.99336
10.5511	-6.99339
10.552	-6.99342
10.5528	-6.99344
10.5537	-6.99347
10.5546	-6.99349
10.5555	-6.99352
10.5564	-6.99355
10.5573	-6.99357
10.5582	-6.9936
10.5591	-6.99362
10.56	-6.99365
10.5608	-6.99367
10.5617	-6.9937
10.5626	-6.99372
10.5635	-6.99375
10.5643	-6.99377
10.5652	-6.9938
10.5661	-6.99382
10.5669	-6.99385
10.5678	-6.99387
10.5687	-6.9939
10.5695	-6.99392
10.5704	-6.99395
10.5713	-6.99397
10.5721	-6.994
10.573	-6.99402
10.5738	-6.99404
10.5747	-6.99407
10.5755	-6.99409
10.5764	-6.99411
10.5772	-6.99414
10.5781	-6.99416
10.5789	-6.99418
10.5798	-6.99421
10.5806	-6.99423
10.5814	-6.99425
10.5823	-6.99428
10.5831	-6.9943
10.5839	-6.99432
10.5848	-6.99435
10.5856	-6.99437
10.5864	-6.99439
10.5873	-6.99441
10.5881	-6.99444
10.5889	-6.99446
10.5897	-6.99448
10.5906	-6.9945
10.5914	-6.99452
10.5922	-6.99455
10.593	-6.99457
10.5938	-6.99459
10.5946	-6.99461
10.5954	-6.99463
10.5962	-6.99465
10.5971	-6.99468
10.5979	-6.9947
10.5987	-6.99472
10.5995	-6.99474
10.6003	-6.99476
10.6011	-6.99478
10.6019	-6.9948
10.6027	-6.99482
10.6035	-6.99484
10.6043	-6.99486
10.605	-6.99488
10.6058	-6.99491
10.6066	-6.99493
10.6074	-6.99495
10.6082	-6.99497
10.609	-6.99499
10.6098	-6.99501
10.6105	-6.99503
10.6113	-6.99505
10.6121	-6.99507
10.6129	-6.99509
10.6136	-6.99511
10.6144	-6.99512
10.6152	-6.99514
10.616	-6.99516
10.6167	-6.99518
10.6175	-6.9952
10.6183	-6.99522
10.619	-6.99524
10.6198	-6.99526
10.6205	-6.99528
10.6213	-6.9953
10.6221	-6.99532
10.6228	-6.99534
10.6236	-6.99535
10.6243	-6.99537
10.6251	-6.99539
10.6258	-6.99541
10.6266	-6.99543
10.6273	-6.99545
10.6281	-6.99546
10.6288	-6.99548
10.6296	-6.9955
10.6303	-6.99552
10.631	-6.99554
10.6318	-6.99555
10.6325	-6.99557
10.6332	-6.99559
10.634	-6.99561
10.6347	-6.99562
10.6354	-6.99564
10.6362	-6.99566
10.6369	-6.99568
10.6376	-6.99569
10.6383	-6.99571
10.6391	-6.99573
10.6398	-6.99575
10.6405	-6.99576
10.6412	-6.99578
10.6419	-6.9958
10.6427	-6.99581
10.6434	-6.99583
10.6441	-6.99585
10.6448	-6.99586
10.6455	-6.99588
10.6462	-6.9959
10.6469	-6.99591
10.6476	-6.99593
10.6483	-6.99595
10.649	-6.99596
10.6497	-6.99598
10.6504	-6.99599
10.6511	-6.99601
10.6518	-6.99603
10.6525	-6.99604
10.6532	-6.99606
10.6539	-6.99607
10.6546	-6.99609
10.6553	-6.99611
10.656	-6.99612
10.6567	-6.99614
10.6574	-6.99615
10.6581	-6.99617
10.6587	-6.99618
10.6594	-6.9962
10.6601	-6.99621
10.6608	-6.99623
10.6615	-6.99624
10.6621	-6.99626
10.6628	-6.99627
10.6635	-6.99629
10.6642	-6.9963
10.6648	-6.99632
10.6655	-6.99633
10.6662	-6.99635
10.6668	-6.99636
10.6675	-6.99638
10.6682	-6.99639
10.6688	-6.99641
10.6695	-6.99642
10.6702	-6.99643
10.6708	-6.99645
10.6715	-6.99646
10.6721	-6.99648
10.6728	-6.99649
10.6734	-6.9965
10.6741	-6.99652
10.6748	-6.99653
10.6754	-6.99655
10.6761	-6.99656
10.6767	-6.99657
10.6773	-6.99659
10.678	-6.9966
10.6786	-6.99661
10.6793	-6.99663
10.6799	-6.99664
10.6806	-6.99666
10.6812	-6.99667
10.6818	-6.99668
10.6825	-6.9967
10.6831	-6.99671
10.6837	-6.99672
10.6844	-6.99673
10.685	-6.99675
10.6856	-6.99676
10.6863	-6.99677
10.6869	-6.99679
10.6875	-6.9968
10.6881	-6.99681
10.6888	-6.99683
10.6894	-6.99684
10.69	-6.99685
10.6906	-6.99686
10.6913	-6.99688
10.6919	-6.99689
10.6925	-6.9969
10.6931	-6.99691
10.6937	-6.99693
10.6943	-6.99694
10.6949	-6.99695
10.6955	-6.99696
10.6962	-6.99697
10.6968	-6.99699
10.6974	-6.997
10.698	-6.99701
10.6986	-6.99702
10.6992	-6.99703
10.6998	-6.99705
10.7004	-6.99706
10.701	-6.99707
10.7016	-6.99708
10.7022	-6.99709
10.7028	-6.9971
10.7034	-6.99712
10.704	-6.99713
10.7046	-6.99714
10.7051	-6.99715
10.7057	-6.99716
10.7063	-6.99717
10.7069	-6.99718
10.7075	-6.9972
10.7081	-6.99721
10.7087	-6.99722
10.7092	-6.99723
10.7098	-6.99724
10.7104	-6.99725
10.711	-6.99726
10.7116	-6.99727
10.7121	-6.99728
10.7127	-6.9973
10.7133	-6.99731
10.7139	-6.99732
10.7144	-6.99733
10.715	-6.99734
10.7156	-6.99735
10.7162	-6.99736
10.7167	-6.99737
10.7173	-6.99738
10.7178	-6.99739
10.7184	-6.9974
10.719	-6.99741
10.7195	-6.99742
10.7201	-6.99743
10.7207	-6.99744
10.7212	-6.99745
10.7218	-6.99746
10.7223	-6.99747
10.7229	-6.99748
10.7234	-6.99749
10.724	-6.9975
10.7245	-6.99751
10.7251	-6.99752
10.7256	-6.99753
10.7262	-6.99754
10.7267	-6.99755
10.7273	-6.99756
10.7278	-6.99757
10.7284	-6.99758
10.7289	-6.99759
10.7295	-6.9976
10.73	-6.99761
10.7305	-6.99762
10.7311	-6.99763
10.7316	-6.99764
10.7322	-6.99765
10.7327	-6.99766
10.7332	-6.99767
10.7338	-6.99768
10.7343	-6.99769
10.7348	-6.9977
10.7354	-6.99771
10.7359	-6.99771
10.7364	-6.99772
10.7369	-6.99773
10.7375	-6.99774
10.738	-6.99775
10.7385	-6.99776
10.739	-6.99777
10.7396	-6.99778
10.7401	-6.99779
10.7406	-6.9978
10.7411	-6.9978
10.7416	-6.99781
10.7422	-6.99782
10.7427	-6.99783
10.7432	-6.99784
10.7437	-6.99785
10.7442	-6.99786
10.7447	-6.99786
10.7452	-6.99787
10.7457	-6.99788
10.7463	-6.99789
10.7468	-6.9979
10.7473	-6.99791
10.7478	-6.99792
10.7483	-6.99792
10.7488	-6.99793
10.7493	-6.99794
10.7498	-6.99795
10.7503	-6.99796
10.7508	-6.99797
10.7513	-6.99797
10.7518	-6.99798
10.7523	-6.99799
10.7528	-6.998
10.7533	-6.99801
10.7538	-6.99801
10.7543	-6.99802
10.7547	-6.99803
10.7552	-6.99804
10.7557	-6.99805
10.7562	-6.99805
10.7567	-6.99806
10.7572	-6.99807
10.7577	-6.99808
10.7582	-6.99808
10.7586	-6.99809
10.7591	-6.9981
10.7596	-6.99811
10.7601	-6.99811
10.7606	-6.99812
10.761	-6.99813
10.7615	-6.99814
10.762	-6.99814
10.7625	-6.99815
10.763	-6.99816
10.7634	-6.99817
10.7639	-6.99817
10.7644	-6.99818
10.7648	-6.99819
10.7653	-6.9982
10.7658	-6.9982
10.7663	-6.99821
10.7667	-6.99822
10.7672	-6.99822
10.7676	-6.99823
10.7681	-6.99824
10.7686	-6.99825
10.769	-6.99825
10.7695	-6.99826
10.77	-6.99827
10.7704	-6.99827
10.7709	-6.99828
10.7713	-6.99829
10.7718	-6.99829
10.7723	-6.9983
10.7727	-6.99831
10.7732	-6.99831
10.7736	-6.99832
10.7741	-6.99833
10.7745	-6.99833
10.775	-6.99834
10.7754	-6.99835
10.7759	-6.99835
10.7763	-6.99836
10.7768	-6.99837
10.7772	-6.99837
10.7777	-6.99838
10.7781	-6.99839
10.7785	-6.99839
10.779	-6.9984
10.7794	-6.99841
10.7799	-6.99841
10.7803	-6.99842
10.7808	-6.99843
10.7812	-6.99843
10.7816	-6.99844
10.7821	-6.99844
10.7825	-6.99845
10.7829	-6.99846
10.7834	-6.99846
10.7838	-6.99847
10.7842	-6.99848
10.7847	-6.99848
10.7851	-6.99849
10.7855	-6.99849
10.786	-6.9985
10.7864	-6.99851
10.7868	-6.99851
10.7872	-6.99852
10.7877	-6.99852
10.7881	-6.99853
10.7885	-6.99854
10.7889	-6.99854
10.7894	-6.99855
10.7898	-6.99855
10.7902	-6.99856
10.7906	-6.99856
10.791	-6.99857
10.7915	-6.99858
10.7919	-6.99858
10.7923	-6.99859
10.7927	-6.99859
10.7931	-6.9986
10.7935	-6.9986
10.7939	-6.99861
10.7944	-6.99862
10.7948	-6.99862
10.7952	-6.99863
10.7956	-6.99863
10.796	-6.99864
10.7964	-6.99864
10.7968	-6.99865
10.7972	-6.99865
10.7976	-6.99866
10.798	-6.99866
10.7984	-6.99867
10.7988	-6.99867
10.7992	-6.99868
10.7996	-6.99869
10.8	-6.99869
10.8004	-6.9987
10.8008	-6.9987
10.8012	-6.99871
10.8016	-6.99871
10.802	-6.99872
10.8024	-6.99872
10.8028	-6.99873
10.8032	-6.99873
10.8036	-6.99874
10.804	-6.99874
10.8044	-6.99875
10.8048	-6.99875
10.8052	-6.99876
10.8056	-6.99876
10.806	-6.99877
10.8063	-6.99877
10.8067	-6.99878
10.8071	-6.99878
10.8075	-6.99879
10.8079	-6.99879
10.8083	-6.9988
10.8087	-6.9988
10.809	-6.99881
10.8094	-6.99881
10.8098	-6.99882
10.8102	-6.99882
10.8106	-6.99882
10.8109	-6.99883
10.8113	-6.99883
10.8117	-6.99884
10.8121	-6.99884
10.8125	-6.99885
10.8128	-6.99885
10.8132	-6.99886
10.8136	-6.99886
10.8139	-6.99887
10.8143	-6.99887
10.8147	-6.99888
10.8151	-6.99888
10.8154	-6.99888
10.8158	-6.99889
10.8162	-6.99889
10.8165	-6.9989
10.8169	-6.9989
10.8173	-6.99891
10.8176	-6.99891
10.818	-6.99892
10.8184	-6.99892
10.8187	-6.99892
10.8191	-6.99893
10.8195	-6.99893
10.8198	-6.99894
10.8202	-6.99894
10.8205	-6.99895
10.8209	-6.99895
10.8213	-6.99895
10.8216	-6.99896
10.822	-6.99896
10.8223	-6.99897
10.8227	-6.99897
10.823	-6.99897
10.8234	-6.99898
10.8237	-6.99898
10.8241	-6.99899
10.8244	-6.99899
10.8248	-6.999
10.8251	-6.999
10.8255	-6.999
10.8258	-6.99901
10.8262	-6.99901
10.8265	-6.99901
10.8269	-6.99902
10.8272	-6.99902
10.8276	-6.99903
10.8279	-6.99903
10.8283	-6.99903
10.8286	-6.99904
10.829	-6.99904
10.8293	-6.99905
10.8296	-6.99905
10.83	-6.99905
10.8303	-6.99906
10.8307	-6.99906
10.831	-6.99906
10.8313	-6.99907
10.8317	-6.99907
10.832	-6.99908
10.8323	-6.99908
10.8327	-6.99908
10.833	-6.99909
10.8333	-6.99909
10.8337	-6.99909
10.834	-6.9991
10.8343	-6.9991
10.8347	-6.99911
10.835	-6.99911
10.8353	-6.99911
10.8357	-6.99912
10.836	-6.99912
10.8363	-6.99912
10.8367	-6.99913
10.837	-6.99913
10.8373	-6.99913
10.8376	-6.99914
10.838	-6.99914
10.8383	-6.99914
10.8386	-6.99915
10.8389	-6.99915
10.8392	-6.99915
10.8396	-6.99916
10.8399	-6.99916
10.8402	-6.99916
10.8405	-6.99917
10.8408	-6.99917
10.8412	-6.99917
10.8415	-6.99918
10.8418	-6.99918
10.8421	-6.99918
10.8424	-6.99919
10.8427	-6.99919
10.8431	-6.99919
10.8434	-6.9992
10.8437	-6.9992
10.844	-6.9992
10.8443	-6.99921
10.8446	-6.99921
10.8449	-6.99921
10.8452	-6.99922
10.8456	-6.99922
10.8459	-6.99922
10.8462	-6.99923
10.8465	-6.99923
10.8468	-6.99923
10.8471	-6.99923
10.8474	-6.99924
10.8477	-6.99924
10.848	-6.99924
10.8483	-6.99925
10.8486	-6.99925
10.8489	-6.99925
10.8492	-6.99926
10.8495	-6.99926
10.8498	-6.99926
10.8501	-6.99926
10.8504	-6.99927
10.8507	-6.99927
10.851	-6.99927
10.8513	-6.99928
10.8516	-6.99928
10.8519	-6.99928
10.8522	-6.99929
10.8525	-6.99929
10.8528	-6.99929
10.8531	-6.99929
10.8534	-6.9993
10.8537	-6.9993
10.854	-6.9993
10.8543	-6.9993
10.8546	-6.99931
10.8548	-6.99931
10.8551	-6.99931
10.8554	-6.99932
10.8557	-6.99932
10.856	-6.99932
10.8563	-6.99932
10.8566	-6.99933
10.8569	-6.99933
10.8572	-6.99933
10.8574	-6.99933
10.8577	-6.99934
10.858	-6.99934
10.8583	-6.99934
10.8586	-6.99935
10.8589	-6.99935
10.8591	-6.99935
10.8594	-6.99935
10.8597	-6.99936
10.86	-6.99936
10.8603	-6.99936
10.8605	-6.99936
10.8608	-6.99937
10.8611	-6.99937
10.8614	-6.99937
10.8617	-6.99937
10.8619	-6.99938
10.8622	-6.99938
10.8625	-6.99938
10.8628	-6.99938
10.863	-6.99939
10.8633	-6.99939
10.8636	-6.99939
